Policy Number,Policy Effective Date,Policy Expiration Date,Agency ID,Underwriting Company ID,Cancel Date
1016529,3/30/2013,3/30/2014,9,2,NULL
1016614,7/17/2013,7/17/2014,3,1,NULL
1016621,9/15/2013,9/15/2014,9,2,1/16/2014
1016866,9/29/2013,9/29/2014,5,4,NULL
1016900,8/16/2013,8/16/2014,4,6,NULL
1016932,4/29/2013,4/29/2014,14,1,NULL
1017093,4/16/2013,4/16/2014,14,5,NULL
1017167,6/22/2013,6/22/2014,8,3,NULL
1017398,9/6/2013,9/6/2014,6,2,NULL
1017615,1/26/2014,1/26/2015,7,7,NULL
1017778,1/18/2014,1/18/2015,13,5,NULL
1017860,10/1/2013,10/1/2014,7,2,NULL
1018234,6/15/2013,6/15/2014,11,1,3/23/2014
1018308,10/2/2013,10/2/2014,10,2,NULL
1018353,5/27/2013,5/27/2014,13,2,NULL
1018427,12/7/2013,12/7/2014,12,3,NULL
1018481,2/4/2013,2/4/2014,3,2,NULL
1018555,12/26/2013,12/26/2014,2,3,NULL
1018574,3/15/2013,3/15/2014,5,3,NULL
1018824,5/7/2013,5/7/2014,13,4,NULL
1018882,9/21/2013,9/21/2014,19,2,NULL
1019038,5/7/2013,5/7/2014,18,4,NULL
1019223,7/25/2013,7/25/2014,14,3,NULL
1019269,10/16/2013,10/16/2014,11,4,NULL
1019304,3/29/2013,3/29/2014,6,4,NULL
1019339,9/20/2013,9/20/2014,15,3,NULL
1019380,4/13/2013,4/13/2014,19,4,NULL
1019604,1/1/2014,1/1/2015,10,6,NULL
1019618,7/6/2013,7/6/2014,16,4,NULL
1019736,1/20/2014,1/20/2015,13,5,NULL
1019918,5/19/2013,5/19/2014,8,6,NULL
1019988,6/18/2013,6/18/2014,10,2,NULL
1020014,2/12/2013,2/12/2014,13,7,NULL
1020196,9/8/2013,9/8/2014,19,2,NULL
1020218,2/10/2013,2/10/2014,7,3,NULL
1020222,8/11/2013,8/11/2014,16,2,NULL
1020412,6/26/2013,6/26/2014,12,1,NULL
1020624,5/4/2013,5/4/2014,17,5,NULL
1020773,11/19/2013,11/19/2014,9,7,NULL
1020798,5/15/2013,5/15/2014,1,6,NULL
1020861,7/21/2013,7/21/2014,20,2,NULL
1020895,10/4/2013,10/4/2014,4,6,NULL
1020988,5/24/2013,5/24/2014,13,5,NULL
1021084,7/30/2013,7/30/2014,4,7,NULL
1021389,4/3/2013,4/3/2014,15,4,2/4/2014
1021436,7/18/2013,7/18/2014,11,4,NULL
1021480,5/7/2013,5/7/2014,13,3,NULL
1021528,8/14/2013,8/14/2014,15,6,NULL
1021742,4/25/2013,4/25/2014,8,6,NULL
1021803,12/20/2013,12/20/2014,15,6,NULL
1021817,7/5/2013,7/5/2014,3,5,NULL
1021882,3/13/2013,3/13/2014,17,4,NULL
1021951,12/7/2013,12/7/2014,8,3,NULL
1022232,10/13/2013,10/13/2014,12,3,4/24/2014
1022256,1/4/2014,1/4/2015,19,1,NULL
1022450,3/14/2013,3/14/2014,2,4,NULL
1022759,1/6/2014,1/6/2015,14,7,NULL
1022887,8/29/2013,8/29/2014,11,5,NULL
1022997,3/1/2013,3/1/2014,3,7,2/26/2014
1023070,10/27/2013,10/27/2014,18,6,NULL
1023162,7/24/2013,7/24/2014,3,4,NULL
1023310,4/1/2013,4/1/2014,6,7,NULL
1023328,4/10/2013,4/10/2014,20,5,NULL
1023336,11/17/2013,11/17/2014,17,7,NULL
1023440,6/18/2013,6/18/2014,1,3,NULL
1023485,6/2/2013,6/2/2014,12,5,NULL
1023549,10/30/2013,10/30/2014,8,3,NULL
1023893,4/21/2013,4/21/2014,2,4,NULL
1023959,5/29/2013,5/29/2014,17,4,NULL
1024106,3/7/2013,3/7/2014,3,4,NULL
1024130,3/25/2013,3/25/2014,10,6,NULL
1024133,5/9/2013,5/9/2014,13,3,NULL
1024229,10/31/2013,10/31/2014,11,6,NULL
1024235,9/24/2013,9/24/2014,14,1,NULL
1024331,10/7/2013,10/7/2014,11,2,NULL
1024537,2/12/2013,2/12/2014,12,6,NULL
1024599,5/20/2013,5/20/2014,5,2,NULL
1024627,7/16/2013,7/16/2014,9,1,NULL
1024628,9/29/2013,9/29/2014,18,3,NULL
1024673,1/9/2014,1/9/2015,9,4,NULL
1024698,7/9/2013,7/9/2014,4,3,NULL
1024758,7/22/2013,7/22/2014,15,2,NULL
1024909,2/4/2013,2/4/2014,12,1,1/14/2014
1024931,8/17/2013,8/17/2014,3,2,3/24/2014
1025082,11/2/2013,11/2/2014,5,1,NULL
1025087,3/20/2013,3/20/2014,12,6,1/28/2014
1025090,7/24/2013,7/24/2014,15,1,NULL
1025114,5/13/2013,5/13/2014,15,4,NULL
1025169,2/17/2013,2/17/2014,3,1,NULL
1025274,9/21/2013,9/21/2014,18,5,NULL
1025339,11/8/2013,11/8/2014,11,2,NULL
1025346,10/27/2013,10/27/2014,20,2,NULL
1025458,5/8/2013,5/8/2014,20,1,NULL
1025641,12/10/2013,12/10/2014,1,2,NULL
1025758,5/30/2013,5/30/2014,5,5,NULL
1025838,2/10/2013,2/10/2014,11,3,NULL
1025971,8/13/2013,8/13/2014,19,3,NULL
1025978,8/30/2013,8/30/2014,7,7,NULL
1026032,2/26/2013,2/26/2014,12,6,NULL
1026068,1/28/2014,1/28/2015,15,3,NULL
1026094,8/7/2013,8/7/2014,5,5,NULL
1026119,12/19/2013,12/19/2014,20,4,NULL
1026175,10/3/2013,10/3/2014,16,4,NULL
1026177,12/10/2013,12/10/2014,16,5,NULL
1026257,11/4/2013,11/4/2014,1,5,NULL
1026295,4/9/2013,4/9/2014,5,4,NULL
1026646,4/29/2013,4/29/2014,4,3,NULL
1026699,9/5/2013,9/5/2014,5,3,NULL
1026748,9/13/2013,9/13/2014,19,5,NULL
1027075,3/31/2013,3/31/2014,13,3,NULL
1027146,3/9/2013,3/9/2014,17,4,NULL
1027213,9/8/2013,9/8/2014,7,6,4/8/2014
1027259,6/30/2013,6/30/2014,5,5,NULL
1027296,4/1/2013,4/1/2014,15,4,NULL
1027506,5/18/2013,5/18/2014,7,1,NULL
1027638,9/26/2013,9/26/2014,15,1,NULL
1027962,2/17/2013,2/17/2014,19,5,NULL
1028122,5/9/2013,5/9/2014,20,4,NULL
1028191,10/19/2013,10/19/2014,9,6,NULL
1028301,1/24/2014,1/24/2015,11,7,NULL
1028356,10/14/2013,10/14/2014,17,6,NULL
1028398,9/22/2013,9/22/2014,20,6,NULL
1028654,3/11/2013,3/11/2014,15,2,NULL
1028674,9/16/2013,9/16/2014,6,4,NULL
1028702,6/23/2013,6/23/2014,7,2,NULL
1028754,10/1/2013,10/1/2014,18,3,NULL
1028783,3/27/2013,3/27/2014,15,5,NULL
1028825,11/3/2013,11/3/2014,15,3,NULL
1028981,2/11/2013,2/11/2014,2,3,NULL
1029009,4/10/2013,4/10/2014,4,5,NULL
1029028,3/25/2013,3/25/2014,2,4,NULL
1029036,12/1/2013,12/1/2014,7,5,NULL
1029207,11/27/2013,11/27/2014,12,5,NULL
1029215,10/15/2013,10/15/2014,8,6,NULL
1029289,8/15/2013,8/15/2014,19,2,1/15/2014
1029327,7/13/2013,7/13/2014,17,7,3/14/2014
1029392,7/30/2013,7/30/2014,6,6,4/6/2014
1029394,8/1/2013,8/1/2014,6,5,NULL
1029568,11/9/2013,11/9/2014,8,2,NULL
1029865,5/5/2013,5/5/2014,20,4,NULL
1005336,12/13/2013,12/13/2014,1,4,NULL
1009366,5/27/2013,5/27/2014,6,5,NULL
1010465,8/4/2013,8/4/2014,5,7,NULL
1016636,3/18/2013,3/18/2014,5,7,NULL
1025502,10/1/2013,10/1/2014,2,3,NULL
1025915,7/12/2013,7/12/2014,13,1,NULL
1029430,10/8/2013,10/8/2014,16,3,3/30/2014
1000212,10/21/2013,10/21/2014,1,4,3/26/2014
1000627,8/27/2013,8/27/2014,20,1,NULL
1000635,5/3/2013,5/3/2014,20,2,NULL
1000904,5/10/2013,5/10/2014,11,3,NULL
1001198,10/20/2013,10/20/2014,7,6,NULL
1001742,4/12/2013,4/12/2014,8,7,NULL
1002291,7/11/2013,7/11/2014,19,3,NULL
1002523,5/2/2013,5/2/2014,7,6,NULL
1003009,1/28/2013,1/28/2014,13,7,NULL
1003488,8/11/2013,8/11/2014,13,2,3/14/2014
1003663,10/14/2013,10/14/2014,13,7,NULL
1004318,3/2/2013,3/2/2014,7,4,NULL
1004477,10/12/2013,10/12/2014,4,4,NULL
1004569,1/27/2013,1/27/2014,14,5,NULL
1004648,10/25/2013,10/25/2014,11,7,NULL
1004708,6/20/2013,6/20/2014,15,3,NULL
1005328,1/18/2013,1/18/2014,8,7,NULL
1005448,6/7/2013,6/7/2014,10,2,NULL
1005660,2/12/2013,2/12/2014,11,7,NULL
1005945,7/15/2013,7/15/2014,3,1,12/20/2013
1006525,6/19/2013,6/19/2014,11,3,NULL
1006899,7/20/2013,7/20/2014,9,4,NULL
1007218,11/18/2013,11/18/2014,19,4,NULL
1007372,7/19/2013,7/19/2014,5,2,NULL
1007630,6/22/2013,6/22/2014,6,2,NULL
1008368,1/20/2013,1/20/2014,13,5,NULL
1009245,4/18/2013,4/18/2014,16,5,NULL
1009728,3/26/2013,3/26/2014,3,3,NULL
1009837,9/13/2013,9/13/2014,13,6,NULL
1010114,7/6/2013,7/6/2014,6,1,NULL
1010327,5/22/2013,5/22/2014,8,4,NULL
1011132,2/27/2013,2/27/2014,9,7,NULL
1011551,9/17/2013,9/17/2014,16,2,2/24/2014
1011726,3/11/2013,3/11/2014,7,3,NULL
1012112,8/21/2013,8/21/2014,14,3,NULL
1012264,10/9/2013,10/9/2014,15,3,NULL
1012415,5/17/2013,5/17/2014,15,5,3/11/2014
1013696,2/16/2013,2/16/2014,14,7,NULL
1013899,6/29/2013,6/29/2014,16,1,NULL
1013926,7/19/2013,7/19/2014,7,5,NULL
1014549,3/28/2013,3/28/2014,1,1,NULL
1014811,2/4/2013,2/4/2014,14,7,NULL
1014813,3/24/2013,3/24/2014,19,4,NULL
1014852,10/19/2013,10/19/2014,13,7,NULL
1015194,6/16/2013,6/16/2014,5,2,NULL
1015673,2/17/2013,2/17/2014,20,7,NULL
1016439,11/26/2013,11/26/2014,12,3,NULL
1016467,6/18/2013,6/18/2014,7,4,NULL
1016704,4/12/2013,4/12/2014,19,3,NULL
1016887,5/19/2013,5/19/2014,8,2,NULL
1017643,1/13/2013,1/13/2014,16,4,NULL
1018818,11/23/2013,11/23/2014,9,1,NULL
1018853,3/9/2013,3/9/2014,13,5,NULL
1019983,9/29/2013,9/29/2014,14,1,NULL
1020017,1/13/2013,1/13/2014,16,2,NULL
1020276,1/16/2013,1/16/2014,8,1,NULL
1020378,10/21/2013,10/21/2014,2,5,NULL
1020668,10/1/2013,10/1/2014,2,6,NULL
1021119,5/15/2013,5/15/2014,17,7,NULL
1021149,4/13/2013,4/13/2014,10,6,NULL
1021191,5/29/2013,5/29/2014,14,2,4/2/2014
1021286,1/5/2013,1/5/2014,4,2,NULL
1022033,10/6/2013,10/6/2014,17,2,NULL
1022858,12/27/2013,12/27/2014,20,7,NULL
1023837,7/6/2013,7/6/2014,15,7,NULL
1024260,5/20/2013,5/20/2014,15,4,NULL
1024451,3/20/2013,3/20/2014,17,1,1/29/2014
1024887,5/1/2013,5/1/2014,18,4,NULL
1024898,5/1/2013,5/1/2014,3,4,NULL
1025712,7/22/2013,7/22/2014,18,6,NULL
1025763,3/17/2013,3/17/2014,19,1,12/31/2013
1026861,6/12/2013,6/12/2014,19,2,NULL
1027034,6/28/2013,6/28/2014,17,7,NULL
1027342,2/11/2013,2/11/2014,4,1,NULL
1027469,3/3/2013,3/3/2014,2,5,NULL
1027524,1/25/2013,1/25/2014,3,2,NULL
1027696,11/15/2013,11/15/2014,20,4,NULL
1027777,9/13/2013,9/13/2014,20,2,12/21/2013
1027880,4/16/2013,4/16/2014,18,3,NULL
1028160,8/3/2013,8/3/2014,7,4,NULL
1029080,12/3/2013,12/3/2014,6,2,NULL
1029230,10/9/2013,10/9/2014,4,3,NULL
1029716,1/11/2013,1/11/2014,20,6,NULL
1000163,8/7/2013,8/7/2014,10,1,NULL
1000250,5/18/2013,5/18/2014,10,6,NULL
1000336,2/10/2013,2/10/2014,8,4,NULL
1000338,6/13/2013,6/13/2014,4,1,NULL
1000399,7/12/2013,7/12/2014,2,5,NULL
1000459,4/28/2013,4/28/2014,8,4,NULL
1000524,6/6/2013,6/6/2014,20,7,NULL
1000702,8/1/2013,8/1/2014,12,1,NULL
1000792,6/4/2013,6/4/2014,11,6,NULL
1000794,5/28/2013,5/28/2014,13,6,NULL
1000903,6/15/2013,6/15/2014,12,4,NULL
1000961,10/6/2013,10/6/2014,4,2,NULL
1001040,5/16/2013,5/16/2014,8,5,NULL
1001052,7/10/2013,7/10/2014,6,3,NULL
1001108,8/10/2013,8/10/2014,7,6,NULL
1001252,8/3/2013,8/3/2014,20,5,NULL
1001327,9/24/2013,9/24/2014,2,6,NULL
1001395,11/16/2013,11/16/2014,7,7,NULL
1001643,2/16/2013,2/16/2014,5,2,NULL
1001733,10/3/2013,10/3/2014,17,1,NULL
1001894,4/30/2013,4/30/2014,12,2,NULL
1001913,4/28/2013,4/28/2014,2,4,NULL
1001920,7/30/2013,7/30/2014,7,3,NULL
1002060,7/12/2013,7/12/2014,6,7,NULL
1002113,11/4/2013,11/4/2014,1,2,NULL
1002237,1/13/2013,1/13/2014,17,3,NULL
1002242,2/3/2013,2/3/2014,8,3,NULL
1002596,11/18/2013,11/18/2014,11,2,NULL
1002700,3/4/2013,3/4/2014,5,7,NULL
1002756,10/15/2013,10/15/2014,4,6,NULL
1002757,1/13/2013,1/13/2014,3,2,NULL
1002837,7/19/2013,7/19/2014,13,3,NULL
1003090,4/4/2013,4/4/2014,4,4,NULL
1003307,3/24/2013,3/24/2014,16,1,3/22/2014
1003556,4/18/2013,4/18/2014,1,6,NULL
1003570,4/10/2013,4/10/2014,20,3,NULL
1003608,6/10/2013,6/10/2014,20,7,NULL
1003620,6/3/2013,6/3/2014,18,5,NULL
1003623,12/9/2013,12/9/2014,13,4,NULL
1003696,4/28/2013,4/28/2014,19,4,NULL
1003741,6/3/2013,6/3/2014,5,3,NULL
1003859,3/27/2013,3/27/2014,9,3,NULL
1003891,6/22/2013,6/22/2014,8,7,NULL
1003900,7/16/2013,7/16/2014,6,6,NULL
1003909,8/27/2013,8/27/2014,1,5,2/16/2014
1004153,8/19/2013,8/19/2014,4,5,NULL
1004420,10/25/2013,10/25/2014,13,1,NULL
1004544,1/15/2013,1/15/2014,20,2,NULL
1004668,10/24/2013,10/24/2014,3,1,NULL
1004673,10/24/2013,10/24/2014,20,5,NULL
1004726,12/25/2013,12/25/2014,11,6,NULL
1004781,6/13/2013,6/13/2014,3,5,NULL
1004837,3/22/2013,3/22/2014,16,5,NULL
1004930,6/7/2013,6/7/2014,10,4,NULL
1004951,10/12/2013,10/12/2014,10,4,3/14/2014
1004973,3/13/2013,3/13/2014,10,4,NULL
1005020,2/24/2013,2/24/2014,5,2,NULL
1005031,10/10/2013,10/10/2014,16,6,3/3/2014
1005102,9/8/2013,9/8/2014,16,4,NULL
1005104,6/27/2013,6/27/2014,4,5,2/20/2014
1005180,12/12/2013,12/12/2014,10,2,NULL
1005225,6/15/2013,6/15/2014,7,4,NULL
1005240,4/19/2013,4/19/2014,11,7,NULL
1005469,3/25/2013,3/25/2014,1,3,12/14/2013
1005475,5/3/2013,5/3/2014,3,6,NULL
1005578,6/9/2013,6/9/2014,9,6,NULL
1005681,9/26/2013,9/26/2014,6,7,NULL
1005754,6/19/2013,6/19/2014,2,6,NULL
1005758,7/16/2013,7/16/2014,13,6,NULL
1005913,1/11/2013,1/11/2014,7,2,NULL
1005929,3/2/2013,3/2/2014,12,1,NULL
1006101,7/9/2013,7/9/2014,1,6,NULL
1006217,3/18/2013,3/18/2014,9,6,NULL
1006240,9/16/2013,9/16/2014,3,2,NULL
1006420,4/14/2013,4/14/2014,2,7,NULL
1006434,4/9/2013,4/9/2014,7,2,NULL
1006528,12/2/2013,12/2/2014,17,7,4/2/2014
1006605,10/17/2013,10/17/2014,9,6,NULL
1006608,7/15/2013,7/15/2014,15,4,NULL
1006625,3/12/2013,3/12/2014,18,3,1/13/2014
1006640,6/30/2013,6/30/2014,12,1,NULL
1006838,9/9/2013,9/9/2014,4,4,NULL
1006842,1/25/2013,1/25/2014,10,5,NULL
1006863,9/8/2013,9/8/2014,3,5,NULL
1006920,8/25/2013,8/25/2014,2,2,NULL
1006969,11/30/2013,11/30/2014,7,5,NULL
1006971,9/15/2013,9/15/2014,9,2,NULL
1007126,8/9/2013,8/9/2014,7,7,NULL
1007128,4/7/2013,4/7/2014,6,4,NULL
1007159,3/8/2013,3/8/2014,19,4,NULL
1007200,1/20/2013,1/20/2014,3,7,NULL
1007215,12/13/2013,12/13/2014,15,7,NULL
1007270,9/14/2013,9/14/2014,2,6,NULL
1007427,1/25/2013,1/25/2014,11,3,12/26/2013
1007439,2/13/2013,2/13/2014,17,2,NULL
1007519,6/18/2013,6/18/2014,16,2,2/9/2014
1007605,1/31/2013,1/31/2014,18,5,NULL
1007749,9/11/2013,9/11/2014,9,4,NULL
1007957,10/8/2013,10/8/2014,13,3,NULL
1008117,10/19/2013,10/19/2014,12,3,NULL
1008310,8/10/2013,8/10/2014,10,4,3/20/2014
1008323,1/10/2013,1/10/2014,12,1,NULL
1008420,9/8/2013,9/8/2014,1,1,NULL
1008445,8/21/2013,8/21/2014,12,3,NULL
1008468,1/9/2013,1/9/2014,15,5,NULL
1008485,4/10/2013,4/10/2014,20,5,NULL
1008574,1/18/2013,1/18/2014,9,6,NULL
1008683,2/21/2013,2/21/2014,13,3,NULL
1008763,10/2/2013,10/2/2014,13,2,NULL
1008947,12/12/2013,12/12/2014,16,5,NULL
1009052,7/11/2013,7/11/2014,3,6,NULL
1009060,7/1/2013,7/1/2014,3,2,NULL
1009102,5/17/2013,5/17/2014,7,3,NULL
1009146,10/30/2013,10/30/2014,5,2,NULL
1009283,5/21/2013,5/21/2014,12,4,NULL
1009482,11/27/2013,11/27/2014,8,3,NULL
1009496,1/22/2013,1/22/2014,12,5,NULL
1009588,10/3/2013,10/3/2014,17,1,NULL
1009626,12/11/2013,12/11/2014,4,4,NULL
1009780,6/4/2013,6/4/2014,3,7,NULL
1009936,10/2/2013,10/2/2014,12,5,NULL
1010244,7/25/2013,7/25/2014,12,1,NULL
1010386,1/4/2013,1/4/2014,18,7,NULL
1010420,8/15/2013,8/15/2014,9,3,NULL
1010567,2/27/2013,2/27/2014,3,5,1/1/2014
1010569,6/12/2013,6/12/2014,17,2,NULL
1010671,6/21/2013,6/21/2014,3,6,NULL
1010676,5/20/2013,5/20/2014,15,3,3/6/2014
1010715,10/24/2013,10/24/2014,15,2,NULL
1010745,7/26/2013,7/26/2014,18,2,NULL
1010777,6/24/2013,6/24/2014,5,7,NULL
1010861,2/12/2013,2/12/2014,7,2,NULL
1010960,9/5/2013,9/5/2014,14,6,NULL
1011209,9/26/2013,9/26/2014,6,5,NULL
1011229,11/24/2013,11/24/2014,18,1,NULL
1011436,3/7/2013,3/7/2014,6,5,NULL
1011592,7/16/2013,7/16/2014,15,7,2/5/2014
1011610,7/28/2013,7/28/2014,16,2,NULL
1011663,8/24/2013,8/24/2014,5,2,NULL
1011684,10/12/2013,10/12/2014,5,1,2/12/2014
1011779,7/12/2013,7/12/2014,18,2,2/28/2014
1011855,12/21/2013,12/21/2014,1,1,NULL
1011861,10/16/2013,10/16/2014,14,4,NULL
1012106,1/9/2013,1/9/2014,20,2,NULL
1012178,2/6/2013,2/6/2014,6,1,NULL
1012350,10/28/2013,10/28/2014,7,5,NULL
1012439,8/17/2013,8/17/2014,12,5,NULL
1012442,5/1/2013,5/1/2014,20,7,NULL
1012489,4/12/2013,4/12/2014,8,6,NULL
1012528,3/3/2013,3/3/2014,5,1,NULL
1012543,1/19/2013,1/19/2014,18,2,NULL
1012582,7/16/2013,7/16/2014,16,3,NULL
1012718,4/14/2013,4/14/2014,13,4,2/17/2014
1012882,6/6/2013,6/6/2014,9,4,2/13/2014
1012935,5/15/2013,5/15/2014,9,4,NULL
1012957,2/3/2013,2/3/2014,3,7,NULL
1013135,11/2/2013,11/2/2014,19,6,NULL
1013147,8/9/2013,8/9/2014,17,3,NULL
1013166,8/29/2013,8/29/2014,18,6,NULL
1013194,8/8/2013,8/8/2014,18,2,NULL
1013256,12/17/2013,12/17/2014,6,2,NULL
1013321,2/18/2013,2/18/2014,11,1,NULL
1013343,3/22/2013,3/22/2014,10,7,NULL
1013390,10/12/2013,10/12/2014,3,5,NULL
1013428,6/18/2013,6/18/2014,8,1,NULL
1013540,3/7/2013,3/7/2014,9,7,NULL
1013558,12/3/2013,12/3/2014,18,4,NULL
1013575,11/9/2013,11/9/2014,20,2,NULL
1013598,5/16/2013,5/16/2014,17,2,NULL
1013757,4/2/2013,4/2/2014,11,1,NULL
1013913,5/13/2013,5/13/2014,17,6,NULL
1013924,6/25/2013,6/25/2014,12,3,2/18/2014
1013988,12/12/2013,12/12/2014,1,6,NULL
1013994,5/2/2013,5/2/2014,12,4,2/15/2014
1014041,5/4/2013,5/4/2014,16,2,NULL
1014364,12/22/2013,12/22/2014,5,6,NULL
1014417,10/10/2013,10/10/2014,18,1,NULL
1014418,11/30/2013,11/30/2014,10,7,NULL
1014457,8/6/2013,8/6/2014,9,7,1/10/2014
1014532,9/22/2013,9/22/2014,6,2,NULL
1014577,9/7/2013,9/7/2014,18,5,NULL
1014778,7/15/2013,7/15/2014,18,6,NULL
1014867,3/16/2013,3/16/2014,19,3,NULL
1014937,1/24/2013,1/24/2014,1,5,NULL
1014960,5/15/2013,5/15/2014,16,7,NULL
1015163,6/13/2013,6/13/2014,9,4,NULL
1015257,7/12/2013,7/12/2014,16,3,NULL
1015439,8/21/2013,8/21/2014,1,5,NULL
1015522,11/12/2013,11/12/2014,4,2,NULL
1015568,5/8/2013,5/8/2014,5,3,NULL
1015635,3/31/2013,3/31/2014,17,5,NULL
1015734,7/11/2013,7/11/2014,7,1,NULL
1015823,5/18/2013,5/18/2014,10,7,NULL
1015859,1/30/2013,1/30/2014,14,6,NULL
1015926,8/30/2013,8/30/2014,7,2,NULL
1016289,8/1/2013,8/1/2014,8,1,NULL
1016387,10/8/2013,10/8/2014,14,2,NULL
1016398,2/2/2013,2/2/2014,19,4,NULL
1016505,5/22/2013,5/22/2014,6,2,NULL
1016688,8/10/2013,8/10/2014,6,5,NULL
1016690,1/16/2013,1/16/2014,10,2,NULL
1016752,1/14/2013,1/14/2014,8,6,NULL
1016829,2/7/2013,2/7/2014,9,1,NULL
1016940,6/9/2013,6/9/2014,18,2,NULL
1017410,3/10/2013,3/10/2014,19,7,NULL
1017476,7/26/2013,7/26/2014,1,4,12/30/2013
1017726,6/13/2013,6/13/2014,14,3,NULL
1017741,12/8/2013,12/8/2014,20,5,NULL
1017826,10/7/2013,10/7/2014,1,1,NULL
1017950,2/23/2013,2/23/2014,7,4,NULL
1018039,5/12/2013,5/12/2014,17,6,NULL
1018212,3/11/2013,3/11/2014,17,4,NULL
1018216,9/30/2013,9/30/2014,12,6,NULL
1018258,3/25/2013,3/25/2014,10,7,NULL
1018298,10/29/2013,10/29/2014,4,1,NULL
1018303,8/3/2013,8/3/2014,11,3,NULL
1018336,11/19/2013,11/19/2014,1,7,NULL
1018625,3/19/2013,3/19/2014,20,7,NULL
1018628,2/18/2013,2/18/2014,15,2,NULL
1018629,8/7/2013,8/7/2014,13,4,NULL
1018722,1/28/2013,1/28/2014,13,5,2/3/2014
1018895,4/30/2013,4/30/2014,16,4,NULL
1018935,11/11/2013,11/11/2014,17,2,NULL
1018937,10/5/2013,10/5/2014,3,5,NULL
1018984,8/5/2013,8/5/2014,1,5,NULL
1019012,6/17/2013,6/17/2014,11,3,NULL
1019046,3/9/2013,3/9/2014,8,6,NULL
1019111,10/29/2013,10/29/2014,1,4,NULL
1019171,2/14/2013,2/14/2014,15,5,NULL
1019287,1/9/2013,1/9/2014,20,6,NULL
1019391,4/2/2013,4/2/2014,12,7,NULL
1019548,10/16/2013,10/16/2014,16,4,2/6/2014
1019784,12/26/2013,12/26/2014,1,4,NULL
1019809,2/7/2013,2/7/2014,2,4,NULL
1019825,6/5/2013,6/5/2014,20,3,NULL
1019860,10/11/2013,10/11/2014,13,3,NULL
1019981,3/20/2013,3/20/2014,2,3,NULL
1020046,6/22/2013,6/22/2014,6,1,NULL
1020212,1/3/2013,1/3/2014,13,3,NULL
1020301,12/25/2013,12/25/2014,10,1,NULL
1020948,5/30/2013,5/30/2014,18,7,NULL
1021036,9/9/2013,9/9/2014,10,6,NULL
1021631,6/13/2013,6/13/2014,18,6,NULL
1021684,7/4/2013,7/4/2014,1,2,NULL
1021699,2/2/2013,2/2/2014,12,7,NULL
1021765,10/5/2013,10/5/2014,19,4,NULL
1021798,4/2/2013,4/2/2014,5,1,NULL
1021804,6/16/2013,6/16/2014,1,4,NULL
1021850,3/16/2013,3/16/2014,3,7,NULL
1021908,10/21/2013,10/21/2014,11,4,NULL
1021967,2/18/2013,2/18/2014,8,3,NULL
1021999,8/2/2013,8/2/2014,12,7,NULL
1022018,2/24/2013,2/24/2014,11,4,NULL
1022062,12/18/2013,12/18/2014,9,4,NULL
1022162,4/19/2013,4/19/2014,19,5,NULL
1022184,10/25/2013,10/25/2014,17,4,NULL
1022198,10/10/2013,10/10/2014,11,2,NULL
1022239,12/14/2013,12/14/2014,12,3,NULL
1022391,4/11/2013,4/11/2014,10,6,NULL
1022532,6/27/2013,6/27/2014,11,4,NULL
1022541,7/19/2013,7/19/2014,10,5,NULL
1022943,8/22/2013,8/22/2014,9,7,NULL
1022944,4/3/2013,4/3/2014,3,6,NULL
1023143,6/29/2013,6/29/2014,17,5,NULL
1023163,7/3/2013,7/3/2014,5,3,NULL
1023242,5/30/2013,5/30/2014,8,4,2/21/2014
1023322,9/9/2013,9/9/2014,3,4,NULL
1023332,1/9/2013,1/9/2014,14,5,NULL
1023442,11/19/2013,11/19/2014,13,4,NULL
1023667,6/27/2013,6/27/2014,12,7,2/7/2014
1023766,10/7/2013,10/7/2014,3,4,12/15/2013
1023894,5/24/2013,5/24/2014,5,6,NULL
1023905,9/2/2013,9/2/2014,12,6,NULL
1023919,10/8/2013,10/8/2014,13,6,3/5/2014
1023947,4/3/2013,4/3/2014,14,7,NULL
1023963,8/12/2013,8/12/2014,9,7,NULL
1024009,5/20/2013,5/20/2014,18,2,1/1/2014
1024021,3/15/2013,3/15/2014,8,7,NULL
1024257,1/8/2013,1/8/2014,13,6,NULL
1024395,4/11/2013,4/11/2014,4,1,NULL
1024429,1/29/2013,1/29/2014,12,7,NULL
1024549,12/2/2013,12/2/2014,13,2,12/18/2013
1024632,10/13/2013,10/13/2014,8,4,NULL
1024662,1/4/2013,1/4/2014,16,4,NULL
1024741,3/27/2013,3/27/2014,3,6,NULL
1024761,11/7/2013,11/7/2014,12,7,NULL
1024855,5/29/2013,5/29/2014,14,3,NULL
1025034,8/21/2013,8/21/2014,8,5,NULL
1025048,7/14/2013,7/14/2014,6,1,NULL
1025215,5/7/2013,5/7/2014,18,2,NULL
1025425,8/1/2013,8/1/2014,8,3,NULL
1025485,12/3/2013,12/3/2014,1,4,NULL
1025623,12/19/2013,12/19/2014,9,4,NULL
1025638,5/23/2013,5/23/2014,19,4,NULL
1025649,2/22/2013,2/22/2014,15,5,NULL
1025965,9/12/2013,9/12/2014,13,4,NULL
1025988,4/26/2013,4/26/2014,5,1,NULL
1026144,10/17/2013,10/17/2014,8,1,NULL
1026183,9/23/2013,9/23/2014,19,6,NULL
1026222,3/18/2013,3/18/2014,13,2,NULL
